Portfolio Manager ID,Property Name,Address,Postal Code,Primary Property Type - EPA Calculated,Property Floor Area (Buildings and Parking) (ft²),Year Built,Number of Buildings,Philadelphia Building ID,Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kBtu),Natural Gas Use (kBtu),Fuel Oil #2 Use (kBtu),District Steam Use (kBtu),ENERGY STAR Score,Site EUI (kBtu/ft²),Source EUI (kBtu/ft²),Water Use (All Water Sources) (kgal),Total GHG Emissions (MtCO2e),Notes
3330979,Spruance,6401 HORROCKS ST,19149,K-12 School,102143,1950,1,786304600,1436159.6,4964204.8,Not Available,Not Available,86,62.7,95.2,758.7,445.4,
3330849,Fitzsimon,2601 W CUMBERLAND ST,19132,K-12 School,133000,1927,1,784081400,1901848.8,7614875.3,Not Available,Not Available,86,71.6,105,1091.1,644.9,
4115611,Discovery Charter School,4700 Parkside Ave,19131,K-12 School,57434,1930,1,882966275,1427834.3,606934,Not Available,Not Available,85,35.4,89.2,0,213,
3589771,Fairhill,601 W SOMERSET ST,19133,K-12 School,67000,1968,1,785556400,2171533.3,Not Available,1200600,Not Available,85,54.4,124.2,774,378.6,
3330943,Frankford HS,5000 OXFORD AVE,19124,K-12 School,313765,1916,1,786407400,5543176.1,16974822.9,Not Available,Not Available,85,71.8,112.3,1842.9,1602.9,
3858184,Norwood-Fontbonne Academy,201 Sunset Ave,19118,K-12 School,86394,1920,7,775537000,1331872.5,2032834.8,Not Available,Not Available,84,38.9,73.1,2766.4,276.6,
3330758,Baldi,8801 VERREE RD,19115,K-12 School,185113,1974,1,786546800,5219002,538820,3411842.9,Not Available,84,49.5,110.2,1468.2,942.7,
3330784,Catherine,6600 CHESTER AVE,19142,K-12 School,57500,1937,1,783094200,814493.2,2934396.7,Not Available,Not Available,84,65.2,98.1,526.1,258.8,
3330861,Peirce TM,2300 W CAMBRIA ST,19132,K-12 School,62000,1909,1,785735000,857640.3,120931.2,Not Available,Not Available,83,15.8,45.5,649.8,115,
3330829,Palumbo,1122 CATHARINE ST,19147,K-12 School,185206,1980,1,781043800,2422317.3,453458.3,9952973.9,Not Available,83,69.3,97.9,852.5,1069.5,
3330756,Northeast,1601 COTTMAN AVE,19111,K-12 School,310296,1957,1,786082200,6077532.9,16996373.8,Not Available,Not Available,83,74.4,119,10377.7,1671.6,
3330905,Marshall T,5118-50 N 6TH ST,19120,K-12 School,114000,1997,1,786687225,2991668.9,2238678.8,Not Available,Not Available,82,45.9,103,933.3,497.7,
3330863,Stanton MH,2539 N. 16TH ST,19132,K-12 School,83300,1959,1,785141600,976151.4,Not Available,3587999.9,Not Available,82,57.2,82.8,1115.9,400.5,
3330952,Creighton,5401 TABOR AVE,19120,K-12 School,63232,1930,1,786529200,988037.1,149788.7,4234237,Not Available,82,85,119.2,794.4,447.3,
3759394,Roman Catholic High School,301 N. Broad Street,19102,K-12 School,77500,1890,3,771063000,2047751.4,2338790,Not Available,Not Available,80,56.6,114.7,637,383.4,
3498649,Washington HS,10175 BUSTLETON AVE,19116,K-12 School,346000,1962,1,786056200,5192845.6,17520753.2,175893.5,Not Available,80,66.2,100.8,8459.6,1600.5,
3583474,Edison,151 W LUZERNE ST,19140,K-12 School,316000,1985,1,786309550,7273667.5,14317945.9,Not Available,Not Available,80,68.3,119.9,14858.2,1681,
3330974,Meehan,3001 RYAN AVE,19152,K-12 School,204093,1973,1,786482200,4759030.3,3433386.9,Not Available,Not Available,79,40.1,90.9,2672.4,784.9,
3330812,Vaux,2300 MASTER ST,19121,K-12 School,182000,1937,1,782322400,3117300.4,367762.5,6374220,Not Available,79,54.2,91.3,589.9,887.3,
3330941,Kelly John,5116 PULASKI AVE,19144,K-12 School,101976,1970,1,785401600,2184070,3551434.5,Not Available,Not Available,79,56.2,103.8,1564.7,465.1,
3856406,Hallahan High School,311 N. 19th Street,19103,K-12 School,101640,1911,1,772283000,1662395.3,5663967.7,Not Available,Not Available,79,72.1,109.9,1068.2,511.1,
3330851,Strawberry Mansion & Hill,3133 RIDGE AVE,19132,K-12 School,320920,1964,1,784374200,4856541.9,685921.3,20704195.2,Not Available,79,81.8,114.9,5337,2187.8,
3583475,Greenfield,2200 CHESTNUT ST,19103,K-12 School,96000,1968,1,782092400,2064454.8,1043.8,Not Available,2454671.3,78,47.1,98.3,562.5,478.9,
3330734,Dobbins CTE,2100-50 W LEHIGH AVE,19132,K-12 School,312395,1938,1,785314800,3995356.5,24468221.3,Not Available,Not Available,77,91.1,122.4,2867.3,1804.6,
3783006,Alt. Ed. Center (Hunting Park),120 W HUNTING PARK AV,19140,K-12 School,164000,2004,1,786160485,4416639.5,2344490.7,Not Available,Not Available,76,41.2,99.6,351.8,683.7,
3330858,Kenderton,1500 W ONTARIO ST,19140,K-12 School,91008,1962,1,785657200,1568447.6,168173.3,2845855.7,Not Available,76,50.4,87.6,575.3,418.7,
3330828,Reynolds,1429 N 24TH ST,19121,K-12 School,66500,1927,1,782270000,657025,91162.5,3339738,Not Available,76,61.5,83.2,1035.2,335.9,
3891212,Community Academy of Philadelphia,1100 East Erie Avenue,19124,K-12 School,118000,1958,1,777575905,3856962.3,1472274.1,Not Available,Not Available,75,45.2,115.7,499.5,566.5,
3783056,Admin - Rivera Building,2603 N 5TH ST,60464,K-12 School,60464,1980,1,785547740,1549632.8,1996316,Not Available,Not Available,75,58.6,115.1,259.9,420.8,
3960845,Harbison,5502 Harbison,19124,K-12 School,54000,1900,1,778194000,836463.4,414160.7,1932000,Not Available,75,58.9,92.8,638.2,271.3,
3751830,St. Matthew Church (correct),3000 Cottman Ave.,19149,K-12 School,140800,1937,4,778130000,1943987,7000805.9,Not Available,Not Available,75,63.5,95.6,2420.2,617.7,
3333128,Patterson,7001 BUIST AVE,19142,K-12 School,72876,1921,1,783072600,567003.1,225791.7,4656894.9,Not Available,75,74.8,92.2,606.6,429.4,
3408784,Hancock,3700 MORRELL AVE,19114,K-12 School,66000,1967,1,786332800,2023569.5,1356564.2,Not Available,Not Available,74,51.2,117.9,578.6,328.3,
3330865,Duckrey,1501 W DIAMOND ST,19121,K-12 School,101115,1968,1,784093000,2548471.6,2930555.2,Not Available,Not Available,74,54.2,109.6,362.7,478.2,
3657541,Sankofa Network,6201 North 21st St.,19138,K-12 School,76500,2008,1,#N/A,2248197.8,1157397.2,Not Available,Not Available,73,44.5,108.2,253.8,346.1,
3330725,Loesche,595 TOMLINSON RD,19116,K-12 School,88000,1967,1,786056400,1492779.3,2975447.1,Not Available,Not Available,73,50.8,88.8,972.7,346.9,
3330869,Gideon,2817 W GLENWOOD AVE,19121,K-12 School,67000,1952,1,784168800,895776.6,410735.4,3355132.4,Not Available,73,69.6,99,1051.5,384.2,
3330969,Rowen,6841 NORTH 19TH ST,19126,K-12 School,56400,1938,1,784552600,784013.1,120526.7,3134833.8,Not Available,73,71.6,102,1947.1,338.3,
3330764,Mayfair,3001 PRINCETON AVE,19149,K-12 School,72000,1949,1,786438600,1352407.3,4100234.5,Not Available,Not Available,72,75.7,118.8,1468.1,388.9,
3783002,Garage - Broad St,2600 N. Broad St.,19132,K-12 School,128600,1980,1,785053000,1388001.6,8992685.3,Not Available,Not Available,72,80.7,107.3,356.5,653.1,
3330741,Germantown HS,40 E HIGH ST,19144,K-12 School,355372,1915,1,784165400,4700026.6,18260839,Not Available,Not Available,71,64.6,95.5,3910.4,1564.3,
3330795,Longstreth,5700 WILLOWS AVE,19143,K-12 School,85350,1970,1,783588600,2243450.4,2412502.5,Not Available,Not Available,68,54.6,112.2,1336.1,412.1,
3656455,Franklin Towne Charter Elementary School,4259 Richmond Street,19137,K-12 School,110000,2011,1,882126005,4252447.3,874482,Not Available,Not Available,66,46.6,129.7,713.6,584.9,
3330800,Washington Martha,766 N 44TH ST,19104,K-12 School,71300,1930,1,783691500,1465736.9,6425371.5,Not Available,Not Available,66,110.7,159.2,912.6,526.6,
3330793,Huey,5200 PINE ST,19143,K-12 School,88183,1963,1,783732400,1029527,1940.8,3741594.1,Not Available,65,54.1,79.5,255.6,408.2,
3330987,Kensington HS Health,2445 EMERALD ST,19125,K-12 School,56394,2001,1,786121075,1324791.9,1247622,Not Available,Not Available,64,45.6,97,223.9,234,
3330853,Daroff,5630 VINE ST,19139,K-12 School,85080,1972,1,783541800,2580641.6,3357270.2,296976,Not Available,64,73.3,140.2,1241.8,527,
3330964,Sullivan,5300 DITMAN ST,19124,K-12 School,65000,1929,1,786112400,1022937,151255,4542284.5,Not Available,64,87.9,122.4,699.4,474.6,
3337468,Clemente,122 W ERIE AVE,19140,K-12 School,232815,1994,1,786125000,6270327.9,3857393.8,Not Available,Not Available,63,43.5,102,758.2,998.8,
3330955,Stearne,1655 UNITY ST,19124,K-12 School,76150,1966,1,786424600,1865876.4,2028628.5,Not Available,Not Available,63,51.1,104.9,663.1,344,
3330961,Washington Grover,201 E OLNEY ST,19120,K-12 School,149500,2000,1,785373150,4224543.9,5748642.5,Not Available,Not Available,63,66.7,129.1,964.8,840.1,
1567464,William Penn Charter School,3000 West School House Lane,19144,K-12 School,308325,1925,6,775533000,11663427.3,15177115,Not Available,Not Available,63,87.1,170.5,2090.1,2282.5,
3330825,Morris,2600 W THOMPSON ST,19121,K-12 School,80000,1966,1,782565200,1162419.6,2950054.4,Not Available,Not Available,61,51.4,84.3,1025.6,303.8,
3852983,Gesu School Inc,1700 W. Thompson St,19121,K-12 School,62567,1923,1,772541000,1937041.9,1759403.4,Not Available,Not Available,61,59.1,126.7,Not Available,338.7,
3330811,Vare EH,2101 S 24TH ST,19139,K-12 School,123019,1980,1,782808000,1750297.7,333522.9,8427097.9,Not Available,61,85.4,116.7,623,864.8,
3330778,Pepper,2901 S 84TH ST,19153,K-12 School,200000,1974,1,783805401,6500910.9,Not Available,3382379.9,Not Available,60,52.2,122,2673.1,1103.5,
3330781,Barry,5900 RACE ST,19139,K-12 School,99287,2008,1,783431200,3580846.2,1861410.8,Not Available,Not Available,60,54.8,132.9,1421.2,552.3,
3337456,Adaire,1300 E PALMER ST,19125,K-12 School,49890,1957,1,781352000,852916.1,3351217.3,Not Available,Not Available,60,84.3,124.2,400.6,285.9,
3330951,Carnell,1100 DEVEREAUX AVE,19111,K-12 School,74885,1931,1,786106800,1388820.5,295799.6,5058850.1,Not Available,60,90.1,130.6,779,567,
3818671,Lamberton,7501 Woodbine Ave,19151,K-12 School,110193,1980,1,783600400,1290633,307793.3,9204324.3,Not Available,60,98,124.1,1457.4,862.8,
3330803,Anderson,1034 SOUTH 6OTH ST,19143,K-12 School,68235,1963,1,783782600,1003274.4,156236.8,2558357.6,Not Available,59,54.5,86.4,812.3,325.2,
3330936,Cook-Wissahickon,531 RIGHTER ST.,19128,K-12 School,73100,1969,1,784378900,2123823.6,3173144.2,Not Available,Not Available,59,72.5,136.8,1227.5,437.4,
3330873,Jones,2950 MEMPHIS ST,19134,K-12 School,118000,1924,1,786324800,1943962.8,192471.7,9702964,Not Available,59,100.3,136.5,505.1,976.5,
3330769,Pollock,2850 WELSH RD,19152,K-12 School,73000,1962,1,786569600,1394845,3822169,Not Available,Not Available,58,71.5,115,1122.4,379.5,
3330760,Disston,6801 COTTAGE ST,19135,K-12 School,67842,1923,1,786081400,968376.1,142678.8,3787134,Not Available,58,72.2,103.4,870.3,411.2,
3330830,Smith,1900 WHARTON ST,19146,K-12 School,64449,1925,1,782745000,355959.3,97831.3,3878904,Not Available,56,67.2,79.7,493.7,338.1,
3330844,Washington ES,1198 S 5TH ST,19147,K-12 School,68000,1937,1,781486600,897229.4,4513813.8,Not Available,Not Available,56,79.6,111.1,685.7,353.2,
3330817,Bregy,1700 BIGLER ST,19145,K-12 School,66000,1923,1,782008600,903887.6,4556883.7,Not Available,Not Available,56,82.7,115.5,397.3,356.3,
3330822,McCall,325 SOUTH 7TH ST,19106,K-12 School,68076,1909,1,781518600,1336724,3340074.8,0,Not Available,55,68.7,113.2,576.1,346.6,
3330949,Barton,4600 ROSEHILL ST,19120,K-12 School,72200,1925,1,785531800,1032256.6,192623.7,4093748.6,Not Available,55,73.7,105,747.7,444.7,
3330835,Jackson,1213 S. 12 ST,19147,K-12 School,58000,1925,1,781092000,900806.9,4464352,Not Available,Not Available,55,92.5,129.6,747,351,
3330775,Sayre,5800 WALNUT ST,19139,K-12 School,200000,1950,1,783568200,3839018.6,5699233.8,9613355.9,Not Available,55,95.8,138.7,2671.4,1502.1,
3330840,Sharswood,2300 S 2ND ST,19148,K-12 School,73000,1906,1,781432200,741437.5,4619406.2,Not Available,Not Available,53,73.4,98.3,432.7,339.1,
3330807,Franklin HS,550 NORTH BROAD ST,19130,K-12 School,242293,1958,1,782025600,5234953.1,13639281.2,Not Available,Not Available,53,77.9,126.9,7696.9,1386.8,
3330814,Furness HS,1900 S 3RD ST,19148,K-12 School,145000,1914,1,781458200,1886056,14356413.5,Not Available,Not Available,52,112,144.8,725.5,1000.7,
3330862,Pratt,2200 N 22ND ST,19132,K-12 School,59000,1952,1,785727200,741281.6,101983.7,4266624,Not Available,51,86.6,114.3,5741.8,415.9,
3330968,Bethune,3301 OLD YORK RD,19140,K-12 School,99420,1970,1,785367600,3137480.4,1700736.7,2418174.1,Not Available,50,73,141.6,2647.3,667,
3330819,Franklin Learning Center,616 N 15TH ST,19130,K-12 School,150000,1909,1,782640200,2379723.6,293734.6,Not Available,10201214.9,50,85.8,133.7,611.6,1220.2,
3330815,Fell,900 W OREGON AVE,19148,K-12 School,61000,1924,1,781609400,1039178.2,4937306.8,Not Available,Not Available,50,98,138.5,670.2,393.6,
3891486,Friends Select School,17th and The Benjamin Franklin Parkway,19103,K-12 School,123306,1969,1,772199000,4310263.6,6030766,Not Available,Not Available,49,83.9,161.1,1109.4,865.9,
3330934,Steel,4301 WAYNE AVE,19140,K-12 School,85350,1973,1,785508805,2613397.2,2995,2231684.7,Not Available,48,56.8,122.6,3829.1,496.8,
3330875,Penn Treaty,600 E THOMPSON ST,19125,K-12 School,144000,1928,1,781401800,2024205.5,587990,9401723.3,Not Available,48,83.4,114.4,2840.6,985.2,
3599558,Boone,W Jefferson St,19121,K-12 School,56265,1963,1,782813600,1136897.8,2653339.2,0,Not Available,47,67.4,113,1461.1,284.8,
3330912,Central HS,1700 W OLNEY AVE,19141,K-12 School,212097,1939,1,785373600,3080096.3,20777672,Not Available,Not Available,46,112.5,148.5,5907.8,1492.8,
3583473,Mitchell,5500 KINGSESSING AVE,19143,K-12 School,90000,1915,1,786264650,1382152.4,3817704,Not Available,Not Available,45,57.8,92.8,1742.1,377.6,
3330797,Morton,2501 S 63rd St,19142,K-12 School,87000,1972,1,783130400,1943904.1,3864432,Not Available,Not Available,44,66.8,116.8,1968.4,451.3,
3892939,Philadelphia Academy High School,1700 Tomlinson Road,19116,K-12 School,85000,1950,1,778299100,2655136.5,2343747,Not Available,Not Available,43,58.8,127,370.3,460.6,
3330738,Mastbaum CTE,3116 FRANKFORD AVE,19134,K-12 School,221000,1929,1,786145800,5432040.5,14779821.4,Not Available,Not Available,43,91.5,147.4,1089.4,1472.3,
3330762,Fox Chase,700 RHAWN ST,19111,K-12 School,52500,1949,1,786455000,1582089.8,121135.4,3630405.5,Not Available,43,101.6,166.9,659,476.2,
3330767,Farrell,8300 CASTOR AVE,19152,K-12 School,66382,1958,1,786066400,1391870.8,186842.9,2026090.8,Not Available,42,54.3,99.6,607.8,336.6,
3330871,Meade,1600 NORTH 18TH ST,19121,K-12 School,94000,1937,1,782405200,981291.2,6568010.5,Not Available,Not Available,42,80.3,106.1,1533.9,472.9,
3330883,Dunbar,1720-58 N 12 TH ST,19122,K-12 School,53200,1932,1,781641600,947756,100899.2,3497044.2,Not Available,42,85.4,124.3,733.5,384.9,
3330790,Hamilton,5640 SPRUCE ST,19139,K-12 School,89500,1968,1,783499600,2188164.4,3337409.5,Not Available,Not Available,41,61.7,115.9,973.1,454.2,
3782999,Carnell Little School House,6106 SUMMERDALE AVE,19149,K-12 School,23523,1997,1,786517600,813030.8,1503795.5,Not Available,Not Available,41,98.5,175.7,528.2,182.8,
3330897,Welsh,2331 N 4TH ST,19133,K-12 School,71000,1966,1,786646000,1548658,3370446.9,Not Available,Not Available,40,69.3,118.3,771.9,375,
3330891,Ludlow,500 W MASTER ST,19122,K-12 School,70230,1927,1,781497200,723051.6,4236965.3,Not Available,Not Available,40,70.6,95.7,772.1,316.5,
3330967,Feltonville Arts,210 E Coutland St,19120,K-12 School,78000,1995,1,785127900,3032195.6,3156760.3,Not Available,Not Available,40,79.3,164.6,255.3,551.5,
3330976,Brown JH,3600 STANWOOD ST,19136,K-12 School,54623,1937,1,786152400,853857.8,3823982.6,Not Available,Not Available,39,85.6,122.6,390.6,311,
3330977,LaBrum,10800 HAWLEY ST,19154,K-12 School,44500,1974,1,786442000,2613982,131651.4,Not Available,Not Available,38,61.7,187.6,2248.2,338,
3330735,Dick,2498 W DIAMOND ST,19121,K-12 School,71000,1954,1,784108400,1078075,290300.4,3774530,Not Available,38,72.4,105.7,658.5,432,
3337462,Leeds,1100 E MT. PLEASANT AVE,19150,K-12 School,168259,1955,1,784269400,2618874.5,620127.9,7834565.9,Not Available,36,65.8,99.8,2921.6,945.9,
3330813,Masterman,1699 SPRING GARDEN ST,19130,K-12 School,105000,1933,1,782513600,1635442.2,189472.1,Not Available,8721524,36,100.4,150.7,570.2,989.4,
3330906,Sheridan,800 E ONTARIO ST,19134,K-12 School,64767,1900,1,786350400,846254.1,4224508.3,Not Available,Not Available,35,78.3,109.5,1594.7,331.4,
3330855,Cassidy,6523 LANDSDOWNE AVE,19151,K-12 School,59123,1924,1,783262200,812407.1,137760.4,4288849,Not Available,33,88.6,118.9,3880.5,428.5,
3335468,Kensington HS Business-Urban,2075 E CUMBERLAND ST,19125,K-12 School,108000,1917,1,786085600,2063365,509213.3,8642420.5,Not Available,33,103.8,145.8,395.3,929.7,
3330736,Gompers,5701 WYNNEFIELD AVE,19131,K-12 School,56000,1949,1,783766600,982747.1,205396.7,5016116,Not Available,33,110.8,149.4,126.4,507.6,
3330885,Elverson (Military),2118-60 N 13TH ST,19122,K-12 School,74557,1930,1,781654210,968696.1,4310651.6,Not Available,Not Available,32,70.8,101.5,296.5,351.5,
3330761,Forrest,7300 COTTAGE ST,19136,K-12 School,63250,1928,1,786039800,1320151.6,1484184.6,3829581.6,Not Available,32,104.9,151.3,462.1,530.2,
3337457,Blankenburg,4612-72 W GIRARD AVE,19131,K-12 School,64000,1925,1,783175200,896010.6,5990980.8,Not Available,Not Available,32,107.6,142.3,376,431.5,
3330866,Wright,2700 W DAUPHIN ST,19132,K-12 School,82000,1905,1,784615800,2336732.4,2201595.2,Not Available,Not Available,31,55.3,117.7,1127.9,412.7,
3330808,CAPA,901 S BROAD ST,19147,K-12 School,166630,1997,1,781021910,7573404.9,4710037.4,Not Available,Not Available,31,73.7,172.4,2385.9,1209.1,
3330962,McClure,4134 N 6TH ST,19140,K-12 School,57500,1916,1,785558600,961111.6,4009269.7,Not Available,Not Available,31,86.4,125.7,873.2,334.5,
3330783,Bryant,6001 CEDAR AVE,19143,K-12 School,94235,1904,1,783087800,1093555.9,7296592.8,Not Available,Not Available,31,89,117.7,2505.5,525.7,
3330804,Locke,4550 HAVERFORD AVE,19104,K-12 School,77000,1965,1,783206951,1845053.7,125672.1,4077084.5,Not Available,29,78.5,130.4,1094.7,542.9,
3330920,Edmonds FS,8025 THOURON AVE,19150,K-12 School,80500,1949,1,784479400,1242358,6396521.6,Not Available,Not Available,29,94.9,131.9,1033.1,496.8,
3330982,Fitzpatrick,11061 KNIGHTS RD,19154,K-12 School,94466,1959,1,786249100,2248758.4,520.8,3750882.1,Not Available,28,63.5,114.9,1202.1,563.2,
3330857,Heston,1621 N 54TH ST,19131,K-12 School,81640,1971,1,783257800,2430318.8,3737475,Not Available,Not Available,28,75.5,141.5,1646.8,506.2,
3707291,Pennsylvania School for the Deaf,100 W School House Lane,19144,K-12 School,83271,1984,7,775530500,2892332.6,5118055.4,Not Available,Not Available,28,96.2,173.6,1772.4,637.9,
3330772,School of the Future,4021 PARKSIDE AVE,19104,K-12 School,162000,2006,1,783172380,7522880,4649724.2,Not Available,Not Available,27,75.1,176,1169.6,1199.5,
3330940,Hill-Freedman,6200 CRITTENDEN ST,19138,K-12 School,46959,1980,1,784453800,2847082,Not Available,Not Available,Not Available,26,60.6,190.4,650.2,360.5,
3330854,Blaine,3001-29 WEST BERKS ST,19121,K-12 School,88317,1967,1,784035900,1324246,4388417.9,Not Available,Not Available,26,64.7,99.3,912.2,400.6,
3330914,King HS,6100 STENTON AVE,19138,K-12 School,370000,1972,1,784421900,17232196.8,19850680.4,Not Available,Not Available,26,100.2,202.6,9792.7,3235.7,
3330868,Douglas F,2118 W NORRIS ST,19121,K-12 School,109651,1940,1,784321800,2146869.3,8157192.2,Not Available,Not Available,25,94,139.6,1604.5,704.8,
3358512,Lincoln HS,3201 RYAN AVE,19136,K-12 School,292229,2009,1,786482600,15397021.9,15170481.5,0,Not Available,25,104.6,219.9,2938.6,2754.9,
3330950,Birney,900 WEST LINDLEY AVE,19141,K-12 School,59200,1913,1,785317200,1714344.7,7032162.4,Not Available,Not Available,25,147.7,215.7,2878.6,590.3,
3330779,Turner,5900 BALTIMORE AVE,19143,K-12 School,190000,1971,1,783030800,4314914.1,5538627.6,Not Available,Not Available,24,51.9,101.9,3308.6,840.3,
3962332,6th St.,910 N 6th St.,19123,K-12 School,55000,2006,1,771517200,2694989.4,1545131.1,Not Available,Not Available,24,77.1,183.4,1237.5,423.3,
3815208,Barratt (New Childs),1599 WHARTON ST,19146,K-12 School,134000,1928,1,782673800,2427686.8,14117975.5,0,Not Available,24,123.5,167.5,2620.9,1056.7,
3404349,Roosevelt MS,430 E WASHINGTON LANE,19144,K-12 School,135315,1924,1,784471600,1872739.7,335653.3,6210505.9,Not Available,23,62.2,92.4,525.7,715.9,
3330748,Finletter,6101 N FRONT ST,19120,K-12 School,62760,1930,1,785202400,1104685.5,133014.2,6002218.2,Not Available,23,115.4,154.1,5.1,592.4,
3877707,Calvary Chapel of Phila.,13500 Philmont Av.,19116,K-12 School,144000,1956,1,778253500,7822480.9,Not Available,Not Available,Not Available,22,54.3,170.6,Not Available,990.6,
3490894,Moore,6900 Summerdale Ave,19111,K-12 School,67701,1980,1,786543400,1431363.3,3856018.2,Not Available,Not Available,22,78.1,126.2,2069.4,385.9,
3330726,West Philadelphia (New),4901 Chestnut St,19139,K-12 School,170013,2011,1,783094900,6516541.3,7417661.4,Not Available,Not Available,22,82,166.2,1377.9,1218.9,
3330777,Sulzberger,4725 FAIRMOUNT AVE,19139,K-12 School,120000,1924,1,783707600,1573419.6,8373042.1,Not Available,Not Available,22,82.9,114.4,1197.5,643.7,
3330911,Hunter,2400-54 N FRONT ST,19133,K-12 School,98500,2004,1,786154910,4304091.3,4453760.2,Not Available,Not Available,22,88.9,184.7,3329.7,781.5,
3330796,McMichael,3543 FAIRMOUNT AVE,19104,K-12 School,100000,1916,1,783631400,1427580.8,164288.8,5507703.3,Not Available,21,71,102.2,689.1,598.2,
3330766,Solis-Cohen,7001 HORROCKS ST.,19149,K-12 School,91000,1948,1,786543600,1774474.1,6974244.2,Not Available,Not Available,20,96.1,141.7,2155.5,594.8,
3347763,Overbrook School for the Blind,6333 Malvern Avenue,19151,K-12 School,310473,1900,1,774577000,8179870.8,40471271.4,Not Available,Not Available,20,156.7,219.6,Not Available,3183.8,
3330902,Cramp,3449 N MASHER ST,19140,K-12 School,80088,1970,1,786211400,4845149.2,283725,Not Available,Not Available,19,64,193.7,737.2,628.7,
3330892,McKinley,2101 ORKNEY ST,19122,K-12 School,74314,1970,1,786525600,1805630.4,5822415.6,Not Available,Not Available,19,102.6,158.6,1819.5,537.7,
3687689,First Philadelphia Charter School,4300 Tacony St.,19124,K-12 School,78150,2002,1,778531800,5738219.7,2644735.7,Not Available,Not Available,19,107.3,266.1,641.1,867.1,
3339033,Mifflin,3624 CONRAD ST,19129,K-12 School,62100,1937,1,784249400,1272773.6,5790699.9,0,Not Available,18,113.7,162.3,323.3,468.5,
3751820,Most Blessed Sacrement Parish,5600 Chester Avenue,19143,K-12 School,94000,1905,6,773071000,1606490.7,4108229.7,Not Available,Not Available,17,60.8,99.6,Not Available,421.4,
3330852,Rhodes EW,2900 W CLEARFIELD ST,19132,K-12 School,180000,1972,1,784063000,4541331.1,7520990.6,Not Available,Not Available,17,67,123.1,1069.5,974.3,
3493360,Allen Ethel,3200 WEST LEHIGH AVE,19132,K-12 School,83197,1971,1,784224400,2958374.3,4129072.4,Not Available,Not Available,16,85.2,163.8,1208.1,593.7,
3330947,Wagner,1701 CHELTEN AVE,19126,K-12 School,81589,1929,1,785097400,1517092.2,286138.3,7913962.6,Not Available,16,119.1,160,542.5,794.6,
3330753,Ziegler,5935 SAUL ST,19149,K-12 School,21149,1956,1,786076410,1435239.4,2324225.9,Not Available,Not Available,16,177.8,328.5,1021.7,305.2,
3783030,Admin - Education Center,440 N BROAD ST,19130,K-12 School,835000,2005,1,884062510,37457447.8,Not Available,Not Available,Not Available,15,44.9,140.9,4020.4,4743.5,
3330966,Prince Hall,6101-6167 N GRATZ,19141,K-12 School,79000,1973,1,785259000,2968849.4,163623.8,3417340,Not Available,15,82.9,163.9,1113.6,638.3,
3330980,Rhawnhurst,7809 CASTOR AVE,19152,K-12 School,46000,1949,1,786066200,884259.7,4099762.6,Not Available,Not Available,15,108.3,153.9,952.5,329.6,
3330915,Randolph CTE,3101 HENRY AVE,19129,K-12 School,121579,1975,1,784188400,5198212.7,8096747.8,0,Not Available,15,109.4,204.2,2163.1,1088,
3773891,Esperanza Academy,301 W Hunting Park Ave,19140,K-12 School,71440,1930,1,777577905,5873007.4,1545179.8,Not Available,Not Available,13,103.8,280.8,482.9,825.7,
3330922,Fitler,140 WEST SEYMOUR ST,19144,K-12 School,38000,1899,1,785435800,774192.7,50752.5,3176025.6,Not Available,13,105.3,149.8,281.4,336.4,
3330939,Dobson,4667 UMBRIA,19143,K-12 School,52500,1930,1,784463600,685051.8,5088711.3,Not Available,Not Available,13,110,142.7,413,356.9,
3330876,Stetson,3200 B ST,19134,K-12 School,140000,1917,1,786010400,4437746.1,7752.9,6419197.4,Not Available,11,77.6,145.9,4473.9,1038.8,
3330948,Juniata Park,801 E HUNTING PARK AVE,19124,K-12 School,102300,2007,1,884460970,4059195,4785124.3,Not Available,Not Available,11,86.5,173.7,1780.9,768,
3962712,New Foundations Charter Elementary School,8001 Torresdale Avenue,19136,K-12 School,50000,1999,1,778512302,3234958.5,1089498.6,Not Available,Not Available,11,86.5,226,294,467.5,
3498651,Bluford,5720 MEDIA ST,19131,K-12 School,99926,1909,1,783318200,3022252,219096,3642175.1,Not Available,9,68.9,134.1,474.6,664.6,
3330776,Shaw,5400 WARRINGTON AVE,19143,K-12 School,120000,1923,1,783576000,1696875.3,12398062.7,0,Not Available,9,117.5,152.9,332.1,872.9,
3819916,Shallcross,3901 Woodhaven Rd,19154,K-12 School,67938,1929,1,786590000,2377969.2,6691775.2,770592,Not Available,9,144.8,224.8,3701.5,713.4,
3330928,Logan,1700 LINDLEY AVE,19141,K-12 School,65000,1924,1,785689600,784721.1,180913.8,5940887.4,Not Available,8,106.3,133.1,959.8,549.9,
3330981,Comly,1001 BYBERRY RD,19116,K-12 School,35045,1928,1,786057000,1207546.4,4670460.1,0,Not Available,8,167.7,248.1,767,400.8,
3338613,Beeber,5925 MALVERN AVE,19131,K-12 School,139000,1933,1,783288200,1378935.6,477031.7,10911338,Not Available,7,91.9,114,1046.1,1009.6,
3666158,Franklin Towne Charter High School,5301 Tacony St,19137,K-12 School,143673,1940,3,882938550,10421107.8,793642,Not Available,Not Available,4,78.1,233.6,60179.2,1361.8,
